
timeStamp	dataStatus	dataStatus2	rx	x	x2	xD	xD2	ry	y	y2	yD	yD2	rpsi	psi	psi2	psiD	psiD2
99316.27838	0	0	-0.4112169431	-0.4081050095	-0.4081050095	0.3421778133	0.3421778133	-0.006671148962	-0.006645380655	-0.006645380655	0.003886585231	0.003886585231	0	0	-6.451527872	0	-36.76762866
99316.2884	0	1	-0.4068952637	-0.405479563	-0.4046832314	0.3244815546	0.3421778133	-0.002349469595	-0.005073978521	-0.006606514803	0.03794294728	0.003886585231	0	0	-6.819204158	0	-36.76762866
99316.29842	0	1	-0.4025735843	-0.4023567288	-0.4022347475	0.3217708598	0.3244815546	-0.002349469595	-0.003850320441	-0.004694549048	0.05670358311	0.03794294728	0	0	-6.942241345	0	-32.88079707
99316.30844	0	1	-0.4025735843	-0.4003754633	-0.3991390202	0.294294346	0.3217708598	-0.002349469595	-0.002947111203	-0.00328328461	0.06417410331	0.05670358311	0	0	-6.958516651	0	-27.91527098
99316.31846	0	1	-0.398251905	-0.3977274985	-0.3974325198	0.2877392646	0.294294346	-0.002349469595	-0.002321245963	-0.00230537017	0.0638213079	0.06417410331	0	0	-6.90393489	0	-22.61289011
99316.32848	0	1	-0.3939302256	-0.3945189489	-0.3948501058	0.2950983064	0.2877392646	-0.002349469595	-0.001922950101	-0.001683032884	0.05848981415	0.0638213079	0	0	-6.815457546	0	-17.61441892
99316.33849	0	1	-0.3939302256	-0.3924183794	-0.3915679659	0.2762002284	0.2950983064	-0.002349469595	-0.00170216231	-0.00133805196	0.05039847298	0.05848981415	0	0	-6.718646267	0	-13.27769623
99316.34851	0	1	-0.3896085462	-0.389639158	-0.3896563771	0.2765828753	0.2762002284	-0.002349469595	-0.001612642708	-0.00119817758	0.04118813676	0.05039847298	0	0	-6.620462324	0	-9.608184107
99316.35853	0	0	-0.3852868669	-0.3863022028	-0.3863022028	0.2892745743	0.2892745743	-0.002349469595	-0.001614296314	-0.001614296314	0.03199847061	0.03199847061	0	0	-6.420588506	0	-4.563742731
99316.36855	0	0	-0.3809651875	-0.38252952	-0.38252952	0.3088287308	0.3088287308	-0.002349469595	-0.001674168485	-0.001674168485	0.02355720662	0.02355720662	0	0	-6.384484484	0	-3.019717674
99316.37857	0	0	-0.3766435081	-0.3784340519	-0.3784340519	0.3312105275	0.3312105275	-0.002349469595	-0.001766510764	-0.001766510764	0.01627022113	0.01627022113	0	0	-6.357727664	0	-1.943906083
99316.38859	0	0	-0.3723218288	-0.3741139042	-0.3741139042	0.3536114702	0.3536114702	-0.002349469595	-0.001872246529	-0.001872246529	0.01030493272	0.01030493272	0	0	-6.338336934	0	-1.210445028
99316.3986	0	0	-0.3680001494	-0.369649839	-0.369649839	0.3742325908	0.3742325908	-0.002349469595	-0.001978095265	-0.001978095265	0.005662753528	0.005662753528	0	0	-6.324457146	0	-0.71962531
99316.40862	0	0	-0.3593567907	-0.363549253	-0.363549253	0.4266383711	0.4266383711	-0.002349469595	-0.002075548402	-0.002075548402	0.002238738563	0.002238738563	0	0	-6.314711866	0	-0.3996144557
99316.41868	0	0	-0.3507134319	-0.3561978719	-0.3561978719	0.4951938709	0.4951938709	-0.002349469595	-0.002159832105	-0.002159832105	-0.0001317300951	-0.0001317300951	0	0	-6.307588259	0	-0.1895719915
99316.4287	0	0	-0.3507134319	-0.3510542327	-0.3510542327	0.4994538805	0.4994538805	-0.002349469595	-0.002228944674	-0.002228944674	-0.001638291624	-0.001638291624	0	0	-6.302224074	0	-0.05243868004
99316.4387	0	0	-0.3420700732	-0.3446234304	-0.3446234304	0.5313708464	0.5313708464	-0.002349469595	-0.002282818712	-0.002282818712	-0.002471427669	-0.002471427669	0	0	-6.298045257	0	0.03640074781
99316.44873	0	0	-0.3334267145	-0.3371918393	-0.3371918393	0.578434907	0.578434907	-0.002349469595	-0.002322630167	-0.002322630167	-0.00280692052	-0.00280692052	0	0	-6.294639788	0	0.09385132058
99316.45874	0	0	-0.3334267145	-0.3321344109	-0.3321344109	0.5622811126	0.5622811126	-0.002349469595	-0.002350256653	-0.002350256653	-0.0027970823	-0.0027970823	0	0	-6.291953524	0	0.1268648206
99316.46875	0	0	-0.3247833557	-0.3258894319	-0.3258894319	0.5761070654	0.5761070654	-0.002349469595	-0.002367874639	-0.002367874639	-0.002567019253	-0.002567019253	0	0	-6.289724881	0	0.1449982989
99316.47877	0	0	-0.316139997	-0.3186925501	-0.3186925501	0.60801398	0.60801398	-0.002349469595	-0.002377677746	-0.002377677746	-0.002214417361	-0.002214417361	0	0	-6.287818347	0	0.1536221473
99316.48879	0	0	-0.3074966383	-0.3107707324	-0.3107707324	0.648940157	0.648940157	-0.002349469595	-0.002381695083	-0.002381695083	-0.001811598759	-0.001811598759	0	0	-6.286185867	0	0.1554403742
99316.4988	0	0	-0.3074966383	-0.3054388415	-0.3054388415	0.623217697	0.623217697	-0.002349469595	-0.002381688139	-0.002381688139	-0.001408866953	-0.001408866953	0	0	-6.284888344	0	0.1505881319
99316.50881	0	0	-0.2902099208	-0.2959678368	-0.2959678368	0.6951916477	0.6951916477	-0.002349469595	-0.002379106212	-0.002379106212	-0.00103840924	-0.00103840924	0	0	-6.283791385	0	0.1428639334
99316.51883	0	0	-0.2815665621	-0.2863341513	-0.2863341513	0.7547865142	0.7547865142	-0.002349469595	-0.002375082849	-0.002375082849	-0.0007182435642	-0.0007182435642	0	0	-6.282922301	0	0.1322944214
99316.52884	0	0	-0.2772448827	-0.2782313809	-0.2782313809	0.7671177421	0.7671177421	-0.002349469595	-0.002370458836	-0.002370458836	-0.0004558780465	-0.0004558780465	0	0	-6.282286987	0	0.1193056906
99316.53886	0	0	-0.2729232033	-0.2714108835	-0.2714108835	0.7482137433	0.7482137433	-0.002349469595	-0.002365820329	-0.002365820329	-0.0002514938715	-0.0002514938715	0	0	-6.28185955	0	0.1048437901
99316.54888	0	0	-0.2642798446	-0.2640551415	-0.2640551415	0.7454049545	0.7454049545	-0.002349469595	-0.002361543625	-0.002361543625	-0.00010056849	-0.00010056849	0	0	-6.281602472	0	0.08989569641
99316.55889	0	0	-0.2556364859	-0.2562538338	-0.2562538338	0.7531218033	0.7531218033	-0.002349469595	-0.002357840613	-0.002357840613	4.069233255e-06	4.069233255e-06	0	0	-6.281484553	0	0.07514255413
99316.56891	0	0	-0.2469931271	-0.2480999998	-0.2480999998	0.7669577123	0.7669577123	-0.002349469595	-0.002354801003	-0.002354801003	7.071183726e-05	7.071183726e-05	0	0	-6.281477452	0	0.06108291365
99316.57892	0	0	-0.2383497684	-0.2396813872	-0.2396813872	0.7836029469	0.7836029469	-0.002349469595	-0.002352429141	-0.002352429141	0.0001077061567	0.0001077061567	0	0	-6.281554571	0	0.04808816377
99316.58893	0	0	-0.2297064097	-0.2310753364	-0.2310753364	0.8007145313	0.8007145313	-0.002349469595	-0.002350674385	-0.002350674385	0.0001227660284	0.0001227660284	0	0	-6.281691325	0	0.03642156894
99316.59895	0	0	-0.2253847303	-0.2239021452	-0.2239021452	0.7821822173	0.7821822173	-0.002349469595	-0.002349454958	-0.002349454958	0.0001225830639	0.0001225830639	0	0	-6.281863746	0	0.02628497477
99316.60896	0	0	-0.2124196922	-0.2147624959	-0.2147624959	0.8114672643	0.8114672643	-0.002349469595	-0.002348675696	-0.002348675696	0.0001126593214	0.0001126593214	0	0	-6.282056823	0	0.01767291825
99316.61898	0	0	-0.2037763335	-0.205614087	-0.205614087	0.8344391831	0.8344391831	-0.002349469595	-0.00234824048	-0.00234824048	9.729538038e-05	9.729538038e-05	0	0	-6.282254975	0	0.01059172415
99316.62899	0	0	-0.1951329747	-0.1965004758	-0.1965004758	0.8515329463	0.8515329463	-0.002349469595	-0.002348060271	-0.002348060271	7.967882765e-05	7.967882765e-05	0	0	-6.282446373	0	0.004975698982
99316.63901	0	0	-0.186489616	-0.1874467554	-0.1874467554	0.8634971889	0.8634971889	-0.002349469595	-0.002348057683	-0.002348057683	6.202992765e-05	6.202992765e-05	0	0	-6.282622708	0	0.0007050180571
99316.64902	0	0	-0.1778462573	-0.1784641941	-0.1784641941	0.8712213989	0.8712213989	-0.002349469595	-0.00234816898	-0.00234816898	4.577223742e-05	4.577223742e-05	0	0	-6.282778752	0	-0.002375683224
99316.65904	0	0	-0.1692028986	-0.1695543107	-0.1695543107	0.8756140512	0.8756140512	-0.002349469595	-0.002348344259	-0.002348344259	3.170553666e-05	3.170553666e-05	0	0	-6.282911821	0	-0.004440495095
99316.66905	0	0	-0.1605595398	-0.1607122633	-0.1607122633	0.8775230945	0.8775230945	-0.002349469595	-0.002348546465	-0.002348546465	2.016640524e-05	2.016640524e-05	0	0	-6.283021229	0	-0.00566834267
99316.67907	0	0	-0.1519161811	-0.1519295259	-0.1519295259	0.8776899044	0.8776899044	-0.002349469595	-0.002348749727	-0.002348749727	1.116804872e-05	1.116804872e-05	0	0	-6.283107771	0	-0.006232346035
99316.68908	0	0	-0.1432728224	-0.1431958972	-0.1431958972	0.8767283403	0.8767283403	-0.002349469595	-0.002348937404	-0.002348937404	4.51565665e-06	4.51565665e-06	0	0	-6.283173268	0	-0.006292293724
99316.69909	0	0	-0.1346294636	-0.1345009197	-0.1345009197	0.8751215419	0.8751215419	-0.002349469595	-0.002349100092	-0.002349100092	-1.031267976e-07	-1.031267976e-07	0	0	-6.283220179	0	-0.005989856241
99316.70911	0	0	-0.1216644255	-0.124279004	-0.124279004	0.9078037727	0.9078037727	-0.002349469595	-0.002349233773	-0.002349233773	-3.050898052e-06	-3.050898052e-06	0	0	-6.283251248	0	-0.005445278463
99316.71912	0	0	-0.1130210668	-0.1144162024	-0.1144162024	0.9252429684	0.9252429684	-0.002349469595	-0.002349338195	-0.002349338195	-4.693399802e-06	-4.693399802e-06	0	0	-6.283269329	0	-0.004758252173
99316.72914	0	0	-0.1086993874	-0.106436594	-0.106436594	0.8969580506	0.8969580506	-0.002349469595	-0.002349415537	-0.002349415537	-5.369128931e-06	-5.369128931e-06	0	0	-6.283277292	0	-0.004009877156
99316.73915	0	0	-0.1000560287	-0.09839905899	-0.09839905899	0.8762459291	0.8762459291	-0.002349469595	-0.00234946936	-0.00234946936	-5.372065253e-06	-5.372065253e-06	0	0	-6.283277666	0	-0.003259508835
99316.74917	0	0	-0.09141266995	-0.09027598499	-0.09027598499	0.8620373669	0.8620373669	0.001972209771	-0.0007936992463	-0.0007936992463	0.03456849114	0.03456849114	0	0	-6.27063003	0	0.2362590594
99316.75918	0	0	-0.08276931122	-0.08205654329	-0.08205654329	0.8531277676	0.8531277676	0.001972209771	0.0004232663477	0.0004232663477	0.05393028421	0.05393028421	0	0	-6.253061371	0	0.5234884975
99316.7692	0	0	-0.07412595249	-0.07374151289	-0.07374151289	0.8483222725	0.8483222725	0.001972209771	0.001326039801	0.001326039801	0.06200740895	0.06200740895	0	0	-6.235965905	0	0.7475245791
99316.77921	0	0	-0.06548259375	-0.06533903946	-0.06533903946	0.8465278438	0.8465278438	0.001972209771	0.001955508408	0.001955508408	0.062216176	0.062216176	0	0	-6.222602513	0	0.8587465626
99316.78923	0	0	-0.05683923502	-0.05686133166	-0.05686133166	0.8468040518	0.8468040518	0.001972209771	0.002359704424	0.002359704424	0.05737249278	0.05737249278	0	0	-6.21449503	0	0.8496801108
99316.79924	0	0	-0.04819587629	-0.04832222179	-0.04832222179	0.8483833706	0.8483833706	0.001972209771	0.002587390301	0.002587390301	0.04968273605	0.04968273605	0	0	-6.211893648	0	0.7383207551
99316.80926	0	0	-0.03090915882	-0.03662386554	-0.03662386554	0.9198172055	0.9198172055	0.001972209771	0.002683894819	0.002683894819	0.04078667283	0.04078667283	0	0	-6.215347933	0	0.5336099266
99316.81927	0	0	-0.02226580009	-0.02556813185	-0.02556813185	0.9610963531	0.9610963531	0.001972209771	0.002688722906	0.002688722906	0.03183025852	0.03183025852	0	0	-6.222648691	0	0.2949106437
99316.82929	0	0	-0.01362244136	-0.01511666661	-0.01511666661	0.979774169	0.979774169	0.001972209771	0.00263449183	0.00263449183	0.02355173267	0.02355173267	0	0	-6.23214265	0	0.05987194159
99316.8393	0	0	-0.004979082624	-0.005196581692	-0.005196581692	0.9824929074	0.9824929074	0.001972209771	0.002546801376	0.002546801376	0.0163693375	0.0163693375	0	0	-6.242577014	0	-0.1485334439
99316.84932	0	0	0.003664276109	0.004281281723	0.004281281723	0.9747803372	0.9747803372	0.001972209771	0.002444712157	0.002444712157	0.0104630576	0.0104630576	0	0	-6.253016265	0	-0.3176651597
99316.85933	0	0	0.01230763484	0.013409363	0.013409363	0.961008735	0.961008735	0.001972209771	0.002341574866	0.002341574866	0.005845993848	0.005845993848	0	0	-6.262787581	0	-0.4422326444
99316.86935	0	0	0.02095099358	0.02227480591	0.02227480591	0.9444610806	0.9444610806	0.001972209771	0.002246017792	0.002246017792	0.002423393545	0.002423393545	0	0	-6.271439186	0	-0.5221200532
99316.87936	0	0	0.02959435231	0.03095439352	0.03095439352	0.9274605652	0.9274605652	0.006293889138	0.003718761202	0.003718761202	0.03461249319	0.03461249319	0	0	-6.266953374	0	-0.3387629911
99316.88937	0	0	0.03823771104	0.03951213544	0.03951213544	0.9115302599	0.9115302599	0.006293889138	0.00486732722	0.00486732722	0.05244451742	0.05244451742	0	0	-6.256265933	0	-0.0728971291
99316.89939	0	0	0.04688106977	0.04799874546	0.04799874546	0.8975593136	0.8975593136	0.006293889138	0.005716534423	0.005716534423	0.05966145146	0.05966145146	0	0	-6.244321511	0	0.1664922902
99316.9094	0	0	0.06416778724	0.05956398012	0.05956398012	0.9551069034	0.9551069034	0.006293889138	0.00630621541	0.00630621541	0.05950737305	0.05950737305	0	0	-6.23581403	0	0.2957422671
99316.91942	0	0	0.07281114597	0.07044564402	0.07044564402	0.9846756783	0.9846756783	0.006293889138	0.006682625138	0.006682625138	0.05464817298	0.05464817298	0	0	-6.231243973	0	0.3262035332
99316.92943	0	0	0.08145450471	0.08071075821	0.08071075821	0.9939725096	0.9939725096	0.006293889138	0.006892428484	0.006892428484	0.04716643105	0.04716643105	0	0	-6.23043775	0	0.2798153643
99316.93945	0	0	0.09009786344	0.09045154015	0.09045154015	0.9895515506	0.9895515506	0.006293889138	0.006978819476	0.006978819476	0.03860480171	0.03860480171	0	0	-6.232860336	0	0.1812001349
99316.94947	0	0	0.09874122217	0.0997689556	0.0997689556	0.9767048826	0.9767048826	0.006293889138	0.006979315283	0.006979315283	0.03003697477	0.03003697477	0	0	-6.23779565	0	0.05374918569
99316.95948	0	0	0.1073845809	0.108761492	0.108761492	0.9594934942	0.9594934942	0.006293889138	0.006924798508	0.006924798508	0.02215060754	0.02215060754	0	0	-6.244463501	0	-0.08235348087
99316.9695	0	0	0.1160279396	0.1175181715	0.1175181715	0.940865596	0.940865596	0.006293889138	0.006839435021	0.006839435021	0.0153312839	0.0153312839	0	0	-6.252101076	0	-0.2110647894
99316.97951	0	0	0.1246712984	0.126114837	0.126114837	0.9228213632	0.9228213632	0.0106155685	0.008296963299	0.008296963299	0.04431384938	0.04431384938	0	0	-6.248216232	0	-0.09781515285
99316.98953	0	0	0.1333146571	0.1346128289	0.1346128289	0.906594215	0.906594215	0.0106155685	0.009415269812	0.009415269812	0.05931758324	0.05931758324	0	0	-6.23930836	0	0.08892325239
99316.99954	0	0	0.1506013746	0.1461709084	0.1461709084	0.9619750435	0.9619750435	0.0106155685	0.01022700988	0.01022700988	0.06417456618	0.06417456618	0	0	-6.231528908	0	0.2190735235
99317.00961	0	0	0.1592447333	0.1570341256	0.1570341256	0.9896076399	0.9896076399	0.0106155685	0.0107776082	0.0107776082	0.06214906989	0.06214906989	0	0	-6.226539926	0	0.2719299884
99317.01963	0	0	0.167888092	0.1672750424	0.1672750424	0.9972707601	0.9972707601	0.0106155685	0.01111702796	0.01111702796	0.05588082663	0.05588082663	0	0	-6.224889641	0	0.2517372099
99317.02964	0	0	0.1765314508	0.1769898823	0.1769898823	0.991540366	0.991540366	0.0106155685	0.01129413984	0.01129413984	0.04739868477	0.04739868477	0	0	-6.226487002	0	0.1740134859
99317.03966	0	0	0.1808531301	0.1847265098	0.1847265098	0.9431231189	0.9431231189	0.0106155685	0.01135320574	0.01135320574	0.03817821917	0.03817821917	0	0	-6.230417621	0	0.06689785212
99317.04968	0	0	0.1894964889	0.1924796902	0.1924796902	0.9058331011	0.9058331011	0.0106155685	0.01133199694	0.01133199694	0.02922286364	0.02922286364	0	0	-6.236430926	0	-0.05932468987
99317.05969	0	0	0.1981398476	0.2003146787	0.2003146787	0.8786477116	0.8786477116	0.0106155685	0.01126110903	0.01126110903	0.02115360699	0.02115360699	0	0	-6.243991418	0	-0.1909298985
99317.06971	0	0	0.202461527	0.2067108894	0.2067108894	0.8255306799	0.8255306799	0.0106155685	0.01116409752	0.01116409752	0.01429699418	0.01429699418	0	0	-6.252198435	0	-0.3098883241
99317.07972	0	0	0.2111048857	0.2135761244	0.2135761244	0.7946401952	0.7946401952	0.0106155685	0.01105812784	0.01105812784	0.008765002441	0.008765002441	0	0	-6.260614322	0	-0.4103219115
99317.08974	0	0	0.2197482444	0.2208837849	0.2208837849	0.7804459394	0.7804459394	0.0106155685	0.01095490249	0.01095490249	0.004523327536	0.004523327536	0	0	-6.268714217	0	-0.4858156632
99317.09976	0	0	0.2370349619	0.2316930626	0.2316930626	0.8472196811	0.8472196811	0.006293889138	0.009305886972	0.009305886972	-0.03312664592	-0.03312664592	0	0	-6.288930001	0	-0.7759079086
99317.10977	0	0	0.2456783206	0.2421499615	0.2421499615	0.8913241711	0.8913241711	0.001972209771	0.006453752634	0.006453752634	-0.08914593248	-0.08914593248	0	0	-6.323869712	0	-1.289326464
99317.11978	0	0	0.2543216794	0.2522362546	0.2522362546	0.9173919808	0.9173919808	0.001972209771	0.004269863229	0.004269863229	-0.1178666011	-0.1178666011	0	0	-6.360165975	0	-1.731388799
99317.1298	0	0	0.2629650381	0.2619699254	0.2619699254	0.9298308902	0.9298308902	0.001972209771	0.002688361735	0.002688361735	-0.1268185008	-0.1268185008	0	0	-6.390492344	0	-1.977183281
99317.13982	0	0	0.2716083968	0.2713906928	0.2713906928	0.9325521909	0.9325521909	0.001972209771	0.001618908624	0.001618908624	-0.1224022364	-0.1224022364	-0.1651487445	-0.05208694369	-6.411346036	-0.9838771777	-1.997618668
99317.14984	0	0	0.2802517556	0.2805490094	0.2805490094	0.9288365178	0.9288365178	0.001972209771	0.0009627227272	0.0009627227272	-0.1097836481	-0.1097836481	0	-0.04239470865	-6.421706506	-0.6149534032	-1.815986111
99317.15985	0	0	0.2888951143	0.2894981609	0.2894981609	0.9212984354	0.9212984354	0.001972209771	0.0006235227188	0.0006235227188	-0.09292505975	-0.09292505975	0	-0.03323367375	-6.422154502	-0.3257500391	-1.481424345
99317.16987	0	0	0.297538473	0.2982889832	0.2982889832	0.9119170577	0.9119170577	0.001972209771	0.0005143296794	0.0005143296794	-0.07470155834	-0.07470155834	0	-0.02498207222	-6.414244951	-0.1083530886	-1.052191586
99317.17989	0	0	0.306268086	0.3069977294	0.3069977294	0.902796515	0.902796515	-0.00174440415	-0.0007769044752	-0.0007769044752	-0.08679530445	-0.08679530445	-0.1418970845	-0.06259817177	-6.410342114	-0.7984216164	-0.7797205285
99317.18991	0	0	0.3155259071	0.3158457711	0.3158457711	0.8987982156	0.8987982156	-0.0024662557	-0.001940560866	-0.001940560866	-0.09336648996	-0.09336648996	-0.1651487445	-0.1004080612	-6.408221434	-1.361802708	-0.5923802751
99317.19992	0	0	0.332111908	0.3274538889	0.3274538889	0.9570234541	0.9570234541	-0.006671148962	-0.004241118123	-0.004241118123	-0.1237418759	-0.1237418759	0	-0.07806292997	-6.413396288	-0.6824898484	-0.5782332744
99317.20994	0	0	0.3407552667	0.338367335	0.338367335	0.9868726001	0.9868726001	-0.006671148962	-0.005907877233	-0.005907877233	-0.1332827726	-0.1332827726	-0.1651487445	-0.1102016498	-6.418626719	-1.160645972	-0.5678083273
99317.21995	0	0	0.3493986254	0.3486545842	0.3486545842	0.9961731152	0.9961731152	-0.006671148962	-0.007035664799	-0.007035664799	-0.1287263246	-0.1287263246	0	-0.08339054745	-6.420327436	-0.4349715544	-0.4926793357
99317.22997	0	0	0.3580419842	0.3584095561	0.3584095561	0.9915784654	0.9915784654	-0.006671148962	-0.007728287572	-0.007728287572	-0.1155120918	-0.1155120918	0	-0.06006749955	-6.417022918	0.08774293913	-0.3371970089
99317.23999	0	0	0.3666853429	0.3677349415	0.3677349415	0.9784584821	0.9784584821	-0.006671148962	-0.008086995056	-0.008086995056	-0.09781401535	-0.09781401535	0	-0.0405218698	-6.408544541	0.4403690482	-0.1133542221
99317.25001	0	0	0.3753287016	0.3767308295	0.3767308295	0.960931884	0.960931884	-0.006671148962	-0.008203300156	-0.008203300156	-0.07866212516	-0.07866212516	0	-0.02472671777	-6.395543807	0.6555438741	0.1536299796
99317.26002	0	0	0.3839720604	0.3854876366	0.3854876366	0.9419871803	0.9419871803	-0.006671148962	-0.008155163323	-0.008155163323	-0.06011194539	-0.06011194539	0	-0.01244016439	-6.379154136	0.7637996575	0.4341972865
99317.27004	0	0	0.3926154191	0.3940823563	0.3940823563	0.9236504653	0.9236504653	-0.006671148962	-0.008005634599	-0.008005634599	-0.04343087468	-0.04343087468	0	-0.003287592297	-6.360732791	0.792408675	0.7001444087
99317.28006	0	0	0.4012587778	0.402577231	0.402577231	0.9071698003	0.9071698003	-0.006671148962	-0.007803177365	-0.007803177365	-0.02928051944	-0.02928051944	0	0.003174171343	-6.341657914	0.7647866601	0.9282010789
99317.29007	0	0	0.4099021366	0.4110200837	0.4110200837	0.8931954606	0.8931954606	-0.006671148962	-0.007583042461	-0.007583042461	-0.01788185054	-0.01788185054	0	0.007408830761	-6.323174853	0.7003141376	1.102000943
99317.30008	0	0	0.427188854	0.422557292	0.422557292	0.9510899868	0.9510899868	-0.006671148962	-0.007369204643	-0.007369204643	-0.009156154397	-0.009156154397	0	0.0098665208	-6.306054231	0.6144545053	1.217236217
99317.3101	0	0	0.4358322128	0.4334232394	0.4334232394	0.9812021543	0.9812021543	-0.006671148962	-0.007176503984	-0.007176503984	-0.002839216524	-0.002839216524	0	0.01096126975	-6.291420861	0.519068238	1.263722515
99317.32011	0	0	0.4444755715	0.4436817727	0.4436817727	0.9911246389	0.9911246389	-0.006671148962	-0.007012747161	-0.007012747161	0.001430761028	0.001430761028	0	0.01105772133	-6.279716603	0.4228426377	1.246099577
99317.33013	0	0	0.4531189302	0.4534223471	0.4534223471	0.9873319276	0.9873319276	-0.006671148962	-0.006880614938	-0.006880614938	0.00404908577	0.00404908577	0	0.01046498653	-6.270986305	0.3317750857	1.175629933
99317.34015	0	0	0.461762289	0.4627436505	0.4627436505	0.975064908	0.975064908	-0.006671148962	-0.006779293037	-0.006779293037	0.005400886735	0.005400886735	0	0.009435742996	-6.265038416	0.2496641329	1.065914099
99317.35016	0	0	0.4704056477	0.4717423849	0.4717423849	0.9583556926	0.9583556926	-0.006671148962	-0.006705795495	-0.006705795495	0.005833968407	0.005833968407	0	0.008168980416	-6.261544598	0.1785766981	0.9305673742
99317.36018	0	0	0.4790490064	0.4805062451	0.4805062451	0.9401402091	0.9401402091	-0.006671148962	-0.006655985345	-0.006655985345	0.005644423198	0.005644423198	0	0.006815078556	-6.260105688	0.1192710775	0.7819710301
99317.3702	0	0	0.4876923652	0.4891101456	0.4891101456	0.9224179528	0.9224179528	-0.002349469595	-0.005069515359	-0.005069515359	0.03964499572	0.03964499572	0	0.005482179625	-6.248484323	0.07156450128	0.8537809844
99317.38023	0	0	0.4963357239	0.4976148287	0.4976148287	0.9064291423	0.9064291423	-0.002349469595	-0.003836570907	-0.003836570907	0.05823376239	0.05823376239	0	0.004243067162	-6.233349011	0.03464082843	0.9784020819
